V1,V3,V4,V5,rid,consent,age,gender,hhi,ethnicity,hispanic,education,region,zip,inputstate,votereg,pid3,dem_strength,rep_strength,ind_lean,pid7,educ4,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,acknowledgment,nationalweight,margin,trumplose,whytrump,tres11,tres22,tres33,duration
R_PLNpAuWtXAa6Tux,10/25/20 13:33,10/25/20 13:43,1,5f95d2a6-ad6c-81f9-bdc4-b9a1536d1adf,1,50,1,17,1,1,6,3,28752,34,1,2,NA,1,NA,7,4,3,1,2,1,2,NA,NA,2,1,1,2,1,2,2,0.854202356,4,1,THIS IS VERY IMPORTANT FOR EVERYONE.,Support Trump,Democrats are Radical,NA,9.75
R_2cuQejlkPn9YTiJ,10/25/20 14:12,10/25/20 14:19,1,5f95dbbf-2bff-be50-f470-39800c41a1e5,1,40,1,18,1,1,6,4,80526,6,1,2,NA,1,NA,7,4,1,1,2,1,2,NA,NA,1,1,1,1,1,1,6,0.642040373,1,1,republiction,Support Trump,NA,NA,7.45
R_DTx1L5LtbsQL57z,10/25/20 14:12,10/25/20 14:20,1,5f95dc2e-8eba-9d62-c771-e35c80988490,1,26,2,3,1,1,3,3,41653,18,1,2,NA,1,NA,7,2,4,5,2,1,2,NA,NA,1,1,8,1,3,4,2,0.781931616,5,1,Because he has been a bad president this far,Support Trump,NA,NA,7.9
R_1jZeJSfUyVseNpw,10/25/20 14:12,10/25/20 14:29,1,5f95dbf7-4ec7-c0fb-83d2-144b8a9b8cb8,1,35,1,20,1,1,6,3,77598,45,1,2,NA,1,NA,7,4,5,1,2,1,2,NA,NA,2,1,1,1,1,1,4,0.661965876,2,1,I should campaign Trump because The Republican party is very favorable for me.,Support Trump,NA,NA,17.25
R_O88rN011XgYBzRT,10/25/20 14:26,10/25/20 14:43,1,5f95df50-601f-0e91-c46a-ae9a051463db,1,33,1,5,10,1,3,4,90001,5,2,3,NA,NA,2,5,2,4,5,5,1,2,NA,NA,6,2,1,2,1,3,5,1.063817442,3,1,Because I do not think Joe Biden is worthy of the presidency of the United States,Support Trump,NA,NA,17
R_1MSelUvDiu8hEIa,10/25/20 15:07,10/25/20 15:17,1,5f95e8c5-ca9e-a9eb-5c5c-d960cf41a250,1,31,1,20,15,16,5,1,10704,33,1,2,NA,1,NA,7,3,5,6,2,1,2,NA,NA,7,1,1,1,3,2,1,0.63476165,11,1,I feel as though no one is a better candidate then Trump and theres no way he should have to accept defeat,Support Trump,NA,NA,10.27
R_1dFzDxAZBOJYclC,10/25/20 15:41,10/25/20 15:58,1,5f95f0e6-2771-9169-2b3c-0ec30d56d069,1,25,2,1,1,1,2,3,75401,45,1,2,NA,1,NA,7,1,5,2,7,1,2,NA,NA,11,1,3,2,3,3,1,0.876835918,13,1,Because trump is better then Biden,Support Trump,NA,NA,16.57
R_3EFh9vQ2uHgRfFW,10/25/20 15:40,10/25/20 17:49,1,5f95f0a7-f7b8-b9d8-526e-93ba1e40a124,1,20,1,5,1,1,3,1,10463,33,1,2,NA,1,NA,7,2,5,5,NA,1,2,NA,NA,4,2,8,3,1,4,6,0.87299034,2,1,The trump campain is doing a  better job,Support Trump,NA,NA,129.6
R_308HG0wpnQWF1NR,10/25/20 7:06,10/25/20 7:13,1,5f957826-8029-5035-dcd0-3ee32ba01856,1,35,2,10,1,1,5,3,37388,44,1,2,NA,2,NA,6,3,3,1,2,3,NA,2,NA,2,2,1,1,1,3,1,0.454977443,15,1,Idk,Other,NA,NA,7.68
R_114IMbxmVjGoEUC,10/25/20 7:18,10/25/20 7:31,1,5f957b01-a54d-b0ac-d52c-8412a036d47b,1,29,2,11,1,16,5,1,10001,33,1,2,NA,1,NA,7,3,5,1,2,1,2,NA,NA,1,1,1,1,1,3,2,0.515296811,14,1,"It is the right thing to do,",Other,NA,NA,12.38
R_39iIiDAzFgf66MV,10/25/20 7:29,10/25/20 7:40,1,5f957d5a-fa90-35d6-b704-27af98eb7a82,1,48,1,8,1,1,3,1,18372,39,1,2,NA,2,NA,6,2,5,1,2,1,2,NA,NA,2,2,4,3,3,4,3,0.908590593,11,1,I really am not sure at this point,Other,NA,NA,11.18
R_31gcpVy33ErNbYz,10/25/20 7:30,10/25/20 7:40,1,5f957de4-e509-aa3b-ba70-8b9af89a3c50,1,35,1,9,1,1,2,1,16505,39,1,3,NA,NA,3,4,1,3,1,2,1,2,NA,NA,12,2,1,1,1,3,1,0.858252704,7,1,I honestly  dont think they should resist it,Other,NA,NA,9.95
R_UAycXmCxR9hkeBP,10/25/20 8:14,10/25/20 8:46,1,5f95879c-e948-137a-f87a-212ca2524293,1,33,2,20,1,1,6,4,80203,6,1,2,NA,1,NA,7,4,3,1,2,1,2,NA,NA,2,2,7,1,1,1,1,0.543037673,6,1,mobile,Other,NA,NA,32
R_1kFwqlrP1JpIauo,10/25/20 8:58,10/25/20 9:08,1,5f95928a-e760-691d-fa26-e86b35f862bc,1,64,1,1,1,1,2,2,54603,51,1,2,NA,2,NA,6,1,3,3,2,2,2,NA,NA,12,2,5,2,1,5,1,0.909926771,4,1,cause we dont want or need a woman of color as the vp!!!,Other,NA,NA,9.33
R_1DpUE0XZrhwRTHu,10/25/20 8:58,10/25/20 9:11,1,5f959260-eb8a-5102-1c34-64ef93aaa15c,1,47,1,11,1,1,6,1,10021,33,1,2,NA,1,NA,7,4,5,1,3,1,2,NA,NA,5,1,1,2,1,3,2,0.780814409,12,1,Nothing,Other,NA,NA,13.7
R_1kOpamjeluM8MDo,10/25/20 9:44,10/25/20 9:55,1,5f959d06-8a51-1b03-e530-a091cfe6127d,1,43,2,2,1,1,2,3,37801,44,1,2,NA,2,NA,6,1,3,1,2,2,2,NA,NA,1,2,6,3,3,5,3,0.912592992,12,1,Not sure,Other,NA,NA,11.57
R_3jdqMJjJdwRifVo,10/25/20 9:49,10/25/20 9:57,1,5f959e49-6fdb-1b2c-a80a-8515565c7019,1,41,2,22,1,1,5,3,22033,48,1,2,NA,1,NA,7,3,5,1,2,1,2,NA,NA,1,2,1,1,2,2,5,0.509413998,2,1,Because the electoral college is the guidepost to go off of.,Other,NA,NA,7.72
R_3dGt3RAJvE9dOdr,10/25/20 9:54,10/25/20 10:01,1,5f959f92-fef5-4728-d43f-098273f7df61,1,66,2,9,7,1,6,2,46214,15,1,3,NA,NA,2,5,4,4,3,2,2,2,NA,NA,1,1,4,1,1,3,4,0.589823979,1,1,Too much self confidence,Other,NA,NA,7.37
R_3fIdvxIpaV5LT6e,10/25/20 9:56,10/25/20 10:04,1,5f959fe3-1d3d-3448-38e0-912d5d2ceae3,1,31,1,20,1,1,5,3,21904,21,1,2,NA,1,NA,7,3,3,1,2,1,2,NA,NA,2,1,1,1,2,2,6,0.575512249,4,1,I don't know,Other,NA,NA,8.12
R_1lAHibOAtl9XcN3,10/25/20 10:01,10/25/20 10:08,1,5f95a13a-d739-0aa5-5933-809029f489c9,1,63,2,14,1,1,2,4,89129,29,1,2,NA,1,NA,7,1,4,1,2,3,NA,2,NA,1,2,6,1,2,4,4,0.837755208,9,1,Electoral college determines the winner,Other,NA,NA,6.32
R_1jD3lXfyyTEgzne,10/25/20 10:25,10/25/20 10:30,1,5f95a69f-0694-c5c6-508c-077e521c7676,1,56,1,9,1,1,5,2,44714,36,1,3,NA,NA,2,5,3,5,1,2,1,2,NA,NA,2,1,5,2,3,3,1,0.661703448,14,1,I don't know,Other,NA,NA,5.63
R_1gjsrdr1aSW8ddI,10/25/20 11:09,10/25/20 11:14,1,5f95b123-bfa6-db9c-cabb-485f63b7948c,1,51,2,20,1,1,5,3,32128,10,1,2,NA,1,NA,7,3,3,1,2,1,2,NA,NA,12,2,1,1,2,2,6,0.587103984,12,1,no idea,Other,NA,NA,5.2
R_2YY9bYd8OfBK96U,10/25/20 11:11,10/25/20 11:16,1,5f95b1a6-9921-1f05-4a00-042e6990fbff,1,53,1,24,1,1,5,1,10454,33,1,2,NA,1,NA,7,3,1,1,2,1,2,NA,NA,1,1,1,1,1,1,6,0.618207241,12,1,very good,Other,NA,NA,4.37
R_3wx3PcOjqM3Yhsl,10/25/20 12:55,10/25/20 13:11,1,5f95c9f4-6c9e-e8c5-1d2c-825849289aed,1,60,1,5,1,1,2,1,6340,7,1,2,NA,1,NA,7,1,5,1,2,1,2,NA,NA,2,2,2,2,2,3,2,0.850113931,1,1,There are too many influences that may play a part in our elections,Other,NA,NA,15.43
R_51gAtI71Cci3rLr,10/25/20 14:35,10/25/20 14:41,1,5f95e16c-bf92-c50b-e2a1-b0e741331b60,1,25,1,12,1,2,6,4,90042,5,1,3,NA,NA,3,4,4,3,5,7,5,2,NA,NA,12,2,1,1,2,3,6,0.906560094,7,1,The media is bias and providing fake polls,Other,NA,NA,6.83
R_2foYCKFuUjwn3kV,10/25/20 7:07,10/25/20 7:13,1,5f957865-f049-b9d9-9074-02fb1868f4db,1,67,1,20,16,1,5,4,95205,5,1,3,NA,NA,1,3,3,3,5,7,1,1,NA,NA,10,2,1,2,3,3,3,0.44016657,8,NA,NA,NA,NA,NA,5.83
R_UJVAnjNT9ZIKFyx,10/25/20 7:07,10/25/20 7:13,1,5f957876-24e9-e492-6423-12b1a6c79c0c,1,44,2,1,2,1,2,3,77642,45,1,3,NA,NA,3,4,1,5,5,1,1,2,NA,NA,1,1,6,1,2,3,2,2.040275862,9,2,NA,NA,NA,NA,6.2
R_ZpBLJL4Vj2jE7GV,10/25/20 7:08,10/25/20 7:13,1,5f9578ba-0fb2-6a45-49fc-f707263f37df,1,48,2,16,1,1,5,4,89139,29,1,3,NA,NA,3,4,3,3,1,2,1,8,NA,8,5,2,1,1,2,3,3,0.528603383,12,NA,NA,NA,NA,NA,4.98
R_3D1lM44pwVZjwg5,10/25/20 7:08,10/25/20 7:14,1,5f95787a-44a1-6e0d-1219-4e3427cf3424,1,45,1,9,1,1,4,3,32347,10,1,3,NA,NA,1,3,2,3,5,3,1,1,NA,NA,12,2,1,3,3,3,3,1.381308661,14,NA,NA,NA,NA,NA,6.23
R_2zhBZvV3iWMrE2a,10/25/20 7:08,10/25/20 7:14,1,5f9578d8-7695-7d92-41d5-51b9cd641b7f,1,57,2,9,1,1,2,3,23457,48,1,2,NA,1,NA,7,1,5,5,2,1,2,NA,NA,2,1,1,1,3,3,6,1.051771219,12,2,NA,NA,NA,NA,5.87
R_1N988jKCH6cJdxg,10/25/20 7:07,10/25/20 7:14,1,5f957882-e33c-3f6d-436d-b211b864cf97,1,69,1,5,1,1,6,3,76522,45,1,1,1,NA,NA,1,4,2,4,1,3,NA,1,NA,5,2,5,1,2,3,2,0.814392374,8,NA,NA,NA,NA,NA,7.28
R_3QcaB0rQRddJWLv,10/25/20 7:08,10/25/20 7:14,1,5f95789f-657b-0b64-d931-10430410cabf,1,26,2,6,15,1,5,2,61704,14,1,1,1,NA,NA,1,3,1,5,1,3,NA,1,NA,9,2,1,1,2,3,1,0.588199821,12,NA,NA,NA,NA,NA,6.33
R_1EXVxqY8GQbHrNx,10/25/20 7:08,10/25/20 7:14,1,5f9578c2-adad-e892-83cf-d9c68d12b842,1,73,1,16,1,1,6,4,59404,27,1,3,NA,NA,1,3,4,3,1,1,1,1,NA,NA,1,2,5,2,2,2,2,1.226931746,12,NA,NA,NA,NA,NA,6.58
R_1FJIXv60zUNPIvf,10/25/20 7:06,10/25/20 7:15,1,5f957829-c70c-9484-c0fe-e85dba9a8dd1,1,33,2,4,1,1,2,1,11941,33,1,2,NA,2,NA,6,1,3,6,2,1,2,NA,NA,2,2,1,2,2,4,4,0.686690989,10,2,NA,NA,NA,NA,9.07
R_2qazgHlVjpp4mxM,10/25/20 7:10,10/25/20 7:15,1,5f957903-9e8f-282e-a6b8-60955e0f610d,1,26,2,-3105,1,1,5,3,26537,50,2,1,2,NA,NA,2,3,3,5,7,4,NA,NA,NA,1,2,2,3,3,4,2,0.489454219,5,NA,NA,NA,NA,NA,4.97
R_2vcUVHkh9UhwHal,10/25/20 7:08,10/25/20 7:15,1,5f957884-a765-d5ab-f646-3a7f8b1e0797,1,58,2,1,1,1,3,3,74127,37,2,1,2,NA,NA,2,2,3,3,1,2,1,NA,NA,2,2,4,3,1,5,2,1.235177785,14,NA,NA,NA,NA,NA,7.3
R_2EcJC0bHZAnYoDx,10/25/20 7:09,10/25/20 7:15,1,5f9578bb-c457-7400-badd-887d8b8d596c,1,75,2,6,1,1,2,3,37764,44,1,2,NA,1,NA,7,1,4,1,2,3,NA,2,NA,1,1,5,2,3,3,3,1.404103271,12,2,NA,NA,NA,NA,6.17
R_3egJtUJWbiZq6ld,10/25/20 7:08,10/25/20 7:15,1,5f9578b2-9ec1-5bc0-c9d2-f8174afad2da,1,41,1,3,1,1,2,1,18235,39,1,1,1,NA,NA,1,1,3,1,1,1,1,NA,NA,12,2,1,2,2,4,5,1.193527233,11,NA,NA,NA,NA,NA,7.13
R_1BY6npeff6ZvEos,10/25/20 7:09,10/25/20 7:15,1,5f9578cb-f41b-4cdc-916d-b2a73f486147,1,65,2,20,1,1,6,1,3861,30,1,1,1,NA,NA,1,4,1,1,1,3,NA,1,NA,5,2,5,1,3,2,1,0.542418159,4,NA,NA,NA,NA,NA,6.2
R_2dphlgFD2SEuvL5,10/25/20 7:09,10/25/20 7:15,1,5f9578fc-5235-b925-021e-c46c337b341a,1,45,2,12,1,1,5,3,32958,10,1,3,NA,NA,1,3,3,2,6,7,3,NA,1,NA,9,2,6,2,2,3,2,0.540122761,4,NA,NA,NA,NA,NA,6.32
R_3kNB8XR05QykN7C,10/25/20 7:08,10/25/20 7:15,1,5f95788e-b93d-0426-4bb3-d5b019f5a9a1,1,70,1,8,1,1,2,2,50111,16,1,3,NA,NA,3,4,1,3,1,3,3,NA,1,NA,12,2,5,2,2,3,4,2.002738626,4,NA,NA,NA,NA,NA,7.62
R_2viUAHC98FoOsHS,10/25/20 7:09,10/25/20 7:15,1,5f9578df-2b05-f2ae-407c-5aa4a8d999db,1,80,2,8,1,1,3,2,48382,23,1,2,NA,1,NA,7,2,5,3,2,1,2,NA,NA,1,2,3,1,2,3,5,1.620078915,13,2,NA,NA,NA,NA,6.48
R_1mJHj3Tx3vDutlU,10/25/20 7:08,10/25/20 7:15,1,5f9578da-dbc1-1605-8cd8-54b03af04d42,1,35,2,2,1,1,3,1,18235,39,1,1,1,NA,NA,1,2,3,5,1,1,2,NA,NA,2,2,2,1,2,5,3,0.806435315,14,2,NA,NA,NA,NA,7.03
R_2sTS8b5cOaykniq,10/25/20 7:08,10/25/20 7:15,1,5f9578c3-dc29-1855-d2e8-716c2c14d2ae,1,63,2,5,1,1,2,3,37920,44,1,3,NA,NA,2,5,1,4,3,2,1,2,NA,NA,1,2,5,3,3,3,3,0.807342979,14,2,NA,NA,NA,NA,7.1
R_1lAipIlR7jbkZkg,10/25/20 7:08,10/25/20 7:16,1,5f957880-c6f6-2e76-9147-80cad16171a7,1,26,2,7,1,2,3,3,77084,45,1,1,1,NA,NA,1,2,1,1,1,1,1,NA,NA,2,2,2,2,1,3,3,1.523649679,11,NA,NA,NA,NA,NA,7.92
R_31RwPzHgnkMpTPC,10/25/20 7:09,10/25/20 7:16,1,5f9578c7-7343-b82d-3acb-af52cbd51d85,1,68,1,12,1,1,6,3,75093,45,1,3,NA,NA,3,4,4,4,1,2,3,NA,2,NA,12,2,5,2,2,3,3,0.655688482,2,2,NA,NA,NA,NA,7.07
R_3pgb1qfdcyMiNa4,10/25/20 7:09,10/25/20 7:16,1,5f9578d4-8815-8e38-8c25-5c7d71f6b1b3,1,61,2,6,1,1,2,3,21742,21,1,2,NA,1,NA,7,1,4,1,2,1,2,NA,NA,12,1,4,3,2,4,5,0.807342979,6,2,NA,NA,NA,NA,7.3
R_2ZHnpjkelrQR2DI,10/25/20 7:10,10/25/20 7:16,1,5f9578ec-0995-2116-9ca7-7b78dcd4e422,1,38,2,5,1,1,2,3,73114,37,1,1,1,NA,NA,1,1,4,1,1,1,1,NA,NA,11,1,1,2,1,4,1,1.012353675,7,NA,NA,NA,NA,NA,6.53
R_27xrRihvBtmbVUf,10/25/20 7:07,10/25/20 7:16,1,5f95786b-1454-414a-0abf-ea9ca68d7ec9,1,66,2,18,1,1,5,3,34604,10,1,2,NA,2,NA,6,3,4,1,2,1,2,NA,NA,2,2,5,3,2,3,2,0.450662911,2,2,NA,NA,NA,NA,8.85
R_0lyuRWb5MDwgW5P,10/25/20 7:10,10/25/20 7:16,1,5f95792f-0f7e-d0ff-a284-33a69f2071fb,1,50,1,10,1,1,5,1,13066,33,1,2,NA,1,NA,7,3,5,3,2,1,2,NA,NA,5,2,1,2,2,3,2,0.618207241,7,2,NA,NA,NA,NA,6.37
R_31Fo8xwGyif62UH,10/25/20 7:07,10/25/20 7:16,1,5f957856-308c-7053-fe8b-dc207f3dfc9c,1,38,1,3,1,1,2,3,71601,4,1,3,NA,NA,2,5,1,4,5,1,1,1,NA,NA,12,2,1,2,1,4,3,1.280551265,12,NA,NA,NA,NA,NA,9.35
R_1Hq8ZkSwjdKPoIq,10/25/20 7:09,10/25/20 7:16,1,5f9578c5-3768-0f5d-9ba2-207507564f86,1,67,2,14,1,1,2,1,11360,33,1,1,1,NA,NA,1,1,2,1,1,1,1,NA,NA,5,2,5,1,2,3,3,0.844810774,12,NA,NA,NA,NA,NA,7.82
R_VWgVFYwfeqXgPvP,10/25/20 7:09,10/25/20 7:16,1,5f9578e7-5576-8b98-4b4c-4d988313eb34,1,65,2,8,1,1,5,3,33953,10,1,2,NA,1,NA,7,3,4,3,2,3,NA,2,NA,12,2,5,1,3,3,3,0.450662911,15,2,NA,NA,NA,NA,7.67
R_3QDflSX3AdNbiak,10/25/20 7:09,10/25/20 7:16,1,5f9578cd-d742-a37e-4087-ceed7976c9a3,1,68,1,19,1,1,2,3,33076,10,1,2,NA,1,NA,7,1,5,1,2,1,2,NA,NA,11,1,5,1,1,3,3,1.021228153,9,2,NA,NA,NA,NA,7.58
R_1gFJaQ0sR1GPe9k,10/25/20 7:08,10/25/20 7:17,1,5f957891-3a4e-afd8-9da7-ababef11bab3,1,69,1,22,1,1,6,1,18076,39,1,3,NA,NA,3,4,4,3,1,1,3,NA,1,NA,12,2,2,1,2,3,2,0.677934995,5,NA,NA,NA,NA,NA,8.92
R_1OP3gPgtiaWjnSE,10/25/20 7:08,10/25/20 7:17,1,5f9578a6-10e9-c701-094a-1e9ac479f1bc,1,73,1,19,1,1,5,2,48315,23,1,3,NA,NA,2,5,3,4,1,2,1,2,NA,NA,1,1,5,1,2,3,6,0.883366989,5,2,NA,NA,NA,NA,9.43
R_SVhI1tTS3bAHg7T,10/25/20 7:09,10/25/20 7:18,1,5f9578a6-4d1f-1fc2-86dc-aafd8359bbb7,1,66,1,8,1,1,4,4,85215,3,1,3,NA,NA,3,4,2,3,1,1,1,1,NA,NA,12,2,5,1,1,3,2,1.038907055,1,NA,NA,NA,NA,NA,8.87
R_2pKqLHJqpWtrKtC,10/25/20 7:09,10/25/20 7:18,1,5f9578e7-57d5-c246-6b4b-ed311bdd0b1b,1,73,2,9,1,1,2,3,24078,48,1,2,NA,1,NA,7,1,4,1,2,1,2,NA,NA,1,1,5,2,2,3,4,1.404103271,2,2,NA,NA,NA,NA,8.95
R_1f9gFi1PvSKA6i7,10/25/20 7:08,10/25/20 7:18,1,5f957887-0f55-31a7-90fb-cc831c10c4e5,1,69,1,18,1,1,6,2,43528,36,1,2,NA,1,NA,7,4,4,1,2,1,2,NA,NA,2,2,5,1,2,3,3,0.584226455,8,2,NA,NA,NA,NA,10.27
R_1P78aiGDO0mJesm,10/25/20 7:07,10/25/20 7:18,1,5f95786a-fefc-232c-74ce-a6af13578990,1,69,2,4,1,1,3,2,54911,51,1,1,1,NA,NA,1,2,2,3,1,3,NA,1,NA,12,2,2,1,1,3,2,1.156994608,7,NA,NA,NA,NA,NA,10.8
R_24nGLywEGR9z5fx,10/25/20 7:10,10/25/20 7:18,1,5f957934-d18f-cb4a-abfa-5c6f706326d4,1,70,2,10,1,1,5,1,12020,33,1,3,NA,NA,2,5,3,3,1,2,1,2,NA,NA,2,2,5,2,2,3,4,0.660325432,11,2,NA,NA,NA,NA,8.1
R_ypxMGDBg9PVXanv,10/25/20 7:07,10/25/20 7:18,1,5f957876-00af-23c0-3d2d-4c11afc7c8c8,1,65,2,9,2,1,3,3,29223,42,1,1,1,NA,NA,1,2,2,3,1,1,1,NA,NA,11,2,5,1,2,4,1,1.052413798,6,NA,NA,NA,NA,NA,10.88
R_3iyY9JxxzcMujnK,10/25/20 7:09,10/25/20 7:18,1,5f9578e3-e44e-d9f3-7941-84bd85c9f845,1,35,2,1,1,1,2,3,76020,45,1,2,NA,2,NA,6,1,4,1,2,1,2,NA,NA,11,1,2,1,2,2,4,0.815072274,4,2,NA,NA,NA,NA,9.47
R_2pQtmf1f4b2q5t0,10/25/20 7:09,10/25/20 7:18,1,5f9578b4-e554-c6b9-9509-e00807dbf85e,1,70,2,2,2,1,3,2,63137,26,1,1,1,NA,NA,1,2,3,5,1,3,NA,1,NA,1,2,5,2,2,5,2,1.284256007,15,NA,NA,NA,NA,NA,9.77
R_3Gg0pYg8bOogT7g,10/25/20 7:08,10/25/20 7:18,1,5f957895-e4d6-741d-19b5-3e4cf6e930e9,1,73,1,5,1,1,2,2,45805,36,1,2,NA,2,NA,6,1,3,6,2,3,NA,2,NA,1,1,5,2,2,3,4,1.582513491,1,2,NA,NA,NA,NA,10.87
R_sdPRnMn4Qv2pyXD,10/25/20 7:08,10/25/20 7:19,1,5f9578a9-62eb-10a2-fbf1-3f67db60c67c,1,65,1,1,1,1,2,3,24541,48,1,1,2,NA,NA,2,1,3,5,7,1,1,NA,NA,12,2,5,2,2,3,3,1.082790367,9,NA,NA,NA,NA,NA,10.45
R_3qP6OfTjGPs55do,10/25/20 7:12,10/25/20 7:19,1,5f9579b9-b447-c430-7e31-dec539adf247,1,43,1,1,1,1,2,3,30060,10,1,4,NA,NA,3,4,1,3,2,2,2,2,NA,NA,1,1,6,3,1,5,3,1.154361504,8,2,NA,NA,NA,NA,6.6
R_qLxtobefRPw9j0d,10/25/20 7:07,10/25/20 7:19,1,5f957871-d668-4d8e-3d08-cc3d9f96f650,1,57,2,10,1,1,3,2,49946,23,1,2,NA,1,NA,7,2,4,1,2,1,2,NA,NA,2,2,2,2,3,3,6,1.213552031,14,2,NA,NA,NA,NA,11.68
R_1gkaTIZzLOVTce5,10/25/20 7:09,10/25/20 7:19,1,5f9578e4-6cd4-77a5-e5a7-7609cd413f04,1,45,2,19,1,1,5,2,44221,36,1,3,NA,NA,1,3,3,2,6,1,1,1,NA,NA,2,2,1,2,2,2,1,0.7720974,10,NA,NA,NA,NA,NA,10.25
R_1CEKftnVkB4RKWk,10/25/20 7:08,10/25/20 7:19,1,5f957891-3a61-52c3-5c3e-0a27a9639712,1,70,1,9,1,1,5,2,53154,51,1,3,NA,NA,1,3,3,3,4,2,1,1,NA,NA,2,2,5,1,2,3,2,0.883366989,15,NA,NA,NA,NA,NA,11.58
R_2WI0r5Y4X6lHG7v,10/25/20 7:13,10/25/20 7:19,1,5f957a0e-8ec3-28d4-1a28-6f4ceed00498,1,75,2,5,1,1,5,2,61065,14,1,1,1,NA,NA,1,3,2,3,1,1,1,NA,NA,12,2,5,2,3,4,2,1.187938648,4,NA,NA,NA,NA,NA,5.72
R_1oBYdWjDHoNn7RN,10/25/20 7:09,10/25/20 7:19,1,5f9578d5-72d3-279d-9581-ea5026812647,1,63,2,18,1,1,5,1,4032,20,1,2,NA,2,NA,6,3,3,1,2,1,2,NA,NA,1,2,5,2,3,2,6,0.37967941,15,2,NA,NA,NA,NA,10.42
R_BLdeyZzV3mD2rlf,10/25/20 7:09,10/25/20 7:19,1,5f9578bb-e890-7cc0-413d-fb21d58edae4,1,72,2,15,1,1,6,3,72761,4,1,2,NA,2,NA,6,4,3,1,2,1,2,NA,NA,1,1,5,1,2,2,5,0.901516806,14,2,NA,NA,NA,NA,10.57
R_9pMmupTFSHyJFD3,10/25/20 7:08,10/25/20 7:20,1,5f9578d3-d860-f44a-eccc-6fb7d8fa4199,1,75,1,5,1,1,4,3,23150,48,1,2,NA,1,NA,7,2,5,1,2,1,2,NA,NA,1,1,5,1,2,2,6,1.679329061,8,2,NA,NA,NA,NA,11.27
R_pfODTkefizvf5lL,10/25/20 7:09,10/25/20 7:20,1,5f9578ee-ab36-9c4f-c9e1-80cc71f239dc,1,59,2,9,1,1,5,3,70506,19,1,1,1,NA,NA,1,3,1,1,1,1,1,NA,NA,2,2,5,3,1,3,1,0.729207574,11,NA,NA,NA,NA,NA,10.82
R_1ruMuwZt7L1RLTn,10/25/20 7:12,10/25/20 7:20,1,5f957982-68d0-4c8f-db3a-67987a8de8cf,1,62,1,20,2,1,5,1,10037,33,1,1,1,NA,NA,1,3,2,1,1,1,1,NA,NA,2,2,1,1,1,2,1,0.552521064,7,NA,NA,NA,NA,NA,7.28
R_3p0hC8DgAhwq1ll,10/25/20 7:07,10/25/20 7:20,1,5f957882-f6f1-d9cb-b257-ce8ca7c15b5e,1,79,2,10,1,1,3,3,75497,45,1,3,NA,NA,3,4,2,3,1,2,1,2,NA,NA,2,2,5,1,3,3,5,1.327611781,4,2,NA,NA,NA,NA,12.67
R_1dKe4jCWokXUZ7O,10/25/20 7:11,10/25/20 7:20,1,5f957936-d353-074d-5907-1f80f2266d73,1,78,2,-3105,1,1,2,3,38654,25,1,2,NA,2,NA,6,1,4,1,2,3,NA,2,NA,1,1,5,2,2,4,5,1.404103271,11,2,NA,NA,NA,NA,9.65
R_43lbxt1sP0XB4Wd,10/25/20 7:07,10/25/20 7:20,1,5f957887-f1a3-d518-c298-407c23a8c0e6,1,76,1,9,1,1,3,4,92024,5,1,2,NA,1,NA,7,2,4,1,2,3,NA,2,NA,1,1,5,1,2,3,3,1.454727103,4,2,NA,NA,NA,NA,12.77
R_uqPVGKqW6foEtS9,10/25/20 7:08,10/25/20 7:21,1,5f9578bb-90b9-bdbb-d59c-baafc2f6dbba,1,55,2,-3105,1,1,4,3,78660,45,2,2,NA,2,NA,6,2,4,6,2,4,NA,NA,NA,2,2,1,2,2,3,4,0.994473761,7,NA,NA,NA,NA,NA,12.43
R_1CCuQnRkVJ8tfVe,10/25/20 7:15,10/25/20 7:21,1,5f957a2c-0650-a691-5f2a-b6f1f9abc1e9,1,53,2,1,1,1,2,1,3431,30,1,2,NA,1,NA,7,1,3,3,2,1,2,NA,NA,1,2,1,1,1,5,3,0.8861077,4,2,NA,NA,NA,NA,5.35
R_cwlNjdjhYIq8j3b,10/25/20 7:11,10/25/20 7:21,1,5f957949-4af1-9630-5aa4-0e93b85d15a9,1,67,2,2,16,1,5,1,11743,33,1,1,1,NA,NA,1,3,2,1,1,3,NA,1,NA,6,2,5,1,2,4,5,0.396448145,8,NA,NA,NA,NA,NA,9.88
R_2eP6ViALqH0YhRY,10/25/20 7:09,10/25/20 7:21,1,5f9578f5-bb91-8e17-f14f-71126dfc236a,1,37,2,1,1,1,2,2,45891,36,1,2,NA,2,NA,6,1,4,5,2,1,2,NA,NA,11,1,2,3,3,3,3,0.994629172,1,2,NA,NA,NA,NA,11.73
R_UXgBpr1LB5Yw7Tz,10/25/20 7:17,10/25/20 7:21,1,5f957acb-d7c2-2fe7-73a2-92ad09c8b35b,1,55,2,10,1,1,6,3,23059,48,1,1,1,NA,NA,1,4,1,3,1,1,1,NA,NA,10,2,2,1,2,3,2,0.838749361,15,NA,NA,NA,NA,NA,4.65
